page_url,component_type,text_content,extracted_data,position_index
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20800'%3E%3C/svg%3E"", ""n"": """"}",10
https://callmedley.com/blog/,card,"June 19, 2025 By Medley Plumbing Which Water Heater Is Right for Your Home — Gas or Electric? Key Takeaways The differences between gas and electric water heaters affect cost, efficiency, installation","{""c"": ""Plumbing"", ""d"": """", ""i"": null, ""n"": ""Which Water Heater Is Right for Your Home \u2014 Gas or Electric?""}",11
https://callmedley.com/blog/,card,"June 19, 2025 By Medley Plumbing","{""c"": ""Plumbing"", ""d"": """", ""i"": null, ""n"": """"}",12
https://callmedley.com/blog/,card,"Key Takeaways The differences between gas and electric water heaters affect cost, efficiency, installation, and performance. Gas heaters generally recover hot water faster, while electric...","{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",13
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",14
https://callmedley.com/blog/,card,"June 18, 2025 By Medley A/C Units Is a Mini-Split Better Than Central Air for Your Space? Key Takeaways Mini-splits and central air systems both cool our homes, but differ in the way they distribute a","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20800'%3E%3C/svg%3E"", ""n"": ""Is a Mini-Split Better Than Central Air for Your Space?""}",15
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20800'%3E%3C/svg%3E"", ""n"": """"}",16
https://callmedley.com/blog/,card,"June 18, 2025 By Medley A/C Units Is a Mini-Split Better Than Central Air for Your Space? Key Takeaways Mini-splits and central air systems both cool our homes, but differ in the way they distribute a","{""c"": ""A/C Units"", ""d"": """", ""i"": null, ""n"": ""Is a Mini-Split Better Than Central Air for Your Space?""}",17
https://callmedley.com/blog/,card,"June 18, 2025 By Medley A/C Units","{""c"": ""A/C Units"", ""d"": """", ""i"": null, ""n"": """"}",18
https://callmedley.com/blog/,card,"Key Takeaways Mini-splits and central air systems both cool our homes, but differ in the way they distribute air. Central air systems offer convenient, whole-home...","{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",19
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",20
https://callmedley.com/blog/,card,"May 20, 2025 By Medley A/C Service Why a Clogged Condensate Drain Line Can Stop Your AC Cold A clogged condensate drain line may not be the first AC issue to come to mind if you’re having problems wit","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": ""Why a Clogged Condensate Drain Line Can Stop Your AC Cold""}",21
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": """"}",22
https://callmedley.com/blog/,card,"May 20, 2025 By Medley A/C Service Why a Clogged Condensate Drain Line Can Stop Your AC Cold A clogged condensate drain line may not be the first AC issue to come to mind if you’re having problems wit","{""c"": ""A/C Service"", ""d"": """", ""i"": null, ""n"": ""Why a Clogged Condensate Drain Line Can Stop Your AC Cold""}",23
https://callmedley.com/blog/,card,"May 20, 2025 By Medley A/C Service","{""c"": ""A/C Service"", ""d"": """", ""i"": null, ""n"": """"}",24
https://callmedley.com/blog/,card,"A clogged condensate drain line may not be the first AC issue to come to mind if you’re having problems with your system. However, this...","{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",25
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",26
https://callmedley.com/blog/,card,"May 19, 2025 By Medley A/C Service AC Not Blowing Air? The Fan Motor Could Be the Problem If you turn on your air conditioner but still don’t feel a chilly breeze coming from your vents, the fan motor","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": ""AC Not Blowing Air? The Fan Motor Could Be the Problem""}",27
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": """"}",28
https://callmedley.com/blog/,card,"May 19, 2025 By Medley A/C Service AC Not Blowing Air? The Fan Motor Could Be the Problem If you turn on your air conditioner but still don’t feel a chilly breeze coming from your vents, the fan motor","{""c"": ""A/C Service"", ""d"": """", ""i"": null, ""n"": ""AC Not Blowing Air? The Fan Motor Could Be the Problem""}",29
https://callmedley.com/blog/,card,"May 19, 2025 By Medley A/C Service","{""c"": ""A/C Service"", ""d"": """", ""i"": null, ""n"": """"}",30
https://callmedley.com/blog/,card,"If you turn on your air conditioner but still don’t feel a chilly breeze coming from your vents, the fan motor may be to blame....","{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",31
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",32
https://callmedley.com/blog/,card,"January 20, 2025 By Medley Plumbing Why Stains on Your Walls Could Be a Sign of Bigger Plumbing Problems Water stains on walls often point toward more serious underlying plumbing issues that require i","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": ""Why Stains on Your Walls Could Be a Sign of Bigger Plumbing Problems""}",33
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": """"}",34
https://callmedley.com/blog/,card,"January 20, 2025 By Medley Plumbing Why Stains on Your Walls Could Be a Sign of Bigger Plumbing Problems Water stains on walls often point toward more serious underlying plumbing issues that require i","{""c"": ""Plumbing"", ""d"": """", ""i"": null, ""n"": ""Why Stains on Your Walls Could Be a Sign of Bigger Plumbing Problems""}",35
https://callmedley.com/blog/,card,"January 20, 2025 By Medley Plumbing","{""c"": ""Plumbing"", ""d"": """", ""i"": null, ""n"": """"}",36
https://callmedley.com/blog/,card,Water stains on walls often point toward more serious underlying plumbing issues that require immediate professional attention. Whether you notice a small yellow patch or...,"{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",37
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",38
https://callmedley.com/blog/,card,"December 23, 2024 By Medley Plumbing Why Pipe Corrosion Leads to Low Water Pressure: A Closer Look Pipe corrosion is a serious problem that occurs in homes with metal pipes and often leads to a decrea","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": ""Why Pipe Corrosion Leads to Low Water Pressure: A Closer Look""}",39
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20640'%3E%3C/svg%3E"", ""n"": """"}",40
https://callmedley.com/blog/,card,"December 23, 2024 By Medley Plumbing Why Pipe Corrosion Leads to Low Water Pressure: A Closer Look Pipe corrosion is a serious problem that occurs in homes with metal pipes and often leads to a decrea","{""c"": ""Plumbing"", ""d"": """", ""i"": null, ""n"": ""Why Pipe Corrosion Leads to Low Water Pressure: A Closer Look""}",41
https://callmedley.com/blog/,card,"December 23, 2024 By Medley Plumbing","{""c"": ""Plumbing"", ""d"": """", ""i"": null, ""n"": """"}",42
https://callmedley.com/blog/,card,Pipe corrosion is a serious problem that occurs in homes with metal pipes and often leads to a decrease in water pressure. If you are...,"{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",43
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",44
https://callmedley.com/blog/,card,"December 19, 2024 By Medley Furnaces Heating Repair Solutions for a Furnace That Keeps Turning On and Off Texas winters are generally mild, however, some parts of the state can see temperatures dip in","{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20336'%3E%3C/svg%3E"", ""n"": ""Heating Repair Solutions for a Furnace That Keeps Turning On and Off""}",45
https://callmedley.com/blog/,card,,"{""c"": """", ""d"": """", ""i"": ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20640%20336'%3E%3C/svg%3E"", ""n"": """"}",46
https://callmedley.com/blog/,card,"December 19, 2024 By Medley Furnaces Heating Repair Solutions for a Furnace That Keeps Turning On and Off Texas winters are generally mild, however, some parts of the state can see temperatures dip in","{""c"": ""Furnaces"", ""d"": """", ""i"": null, ""n"": ""Heating Repair Solutions for a Furnace That Keeps Turning On and Off""}",47
https://callmedley.com/blog/,card,"December 19, 2024 By Medley Furnaces","{""c"": ""Furnaces"", ""d"": """", ""i"": null, ""n"": """"}",48
https://callmedley.com/blog/,card,"Texas winters are generally mild, however, some parts of the state can see temperatures dip into the 20s. If your furnace continuously turns on and...","{""c"": """", ""d"": """", ""i"": null, ""n"": """"}",49
https://callmedley.com/blog/,card,Read More,"{""c"": ""Read More"", ""d"": """", ""i"": null, ""n"": """"}",50
